unique_Investor
"""Kedaraa Capital"
Ventureast Fund Advisors
Ventureast and Exfinity
Venturesity
Ventureworks India
Venturra Capital
Venugopal Dhoot
Verlinvest
Verlinvest SA
Version One Ventures
Vertex Growth Fund
Vertex Ventures
Vertex Ventures Southeast Asia (SEA) and India
Vibhu Garg
Vida Ventures
Vidal Healthcare
Vidyadhar Sarfare
Vijai Laxmi
Vijay Anand
Vijay Ghadge
Vijay Kedia
Vijay Krishna Yadav
Vijay Shekhar Sharma
Vikas Agarwal
Vikas Bajaj
Vikas Chadha
Vikas Kapoor
Vikas Malpani
Vikas Ranjan
Vikas Saxena
Vikas Taneja
Vikram Chachra
Vikram Kotak
Vikram Lakhotia
Vikram Lal
Vikram Limaye
Vikram Mehta
Vikram Sud
Vikram Tandon
Vikrant Varshney
Viktor Koenig PE Fund
Village Capital
Villgro
Vinay Bansal
Vinay Goel
Vinay Mittal
Vindi Banga
Vineel Nalla
Vineet Nalla
Vineet Singh
Vineet Taneja
Vineet Varma
Vinners
Vinod Bansal
Vinod Jain
Vinod Khatumal
Vinod Martin
Vinod Singhal
Vipin Agarwal .
Vipin Arora
Vipul Gautam
Vipul Parekh
Vir Sanghvi
Viraj Tyagi
Virendra Patel
Virendra Shahney
Virendra Shekhawat
Viridian Capital
Vishal Bali
Vishal Gondal
Vishal Jain
Vishal Khare
Vishal Malik
Vishnu Bhat
Vishwadeep Bajaj
Vishwanathan
Vishwas Patel
Vispi Daver
Vissal Mathew
Vistaar Investment Advisors Pvt. Ltd.
Viswanath Ramachandran
Vivek Bhargava
Vivek Joshi
Vivek Khare and Bijoy George
Vivek Nathani
Vivek Shah
Vividhity Ventures
Vona Investments
Vriddhi Fund
Vy Capital
WEH Ventures and Sprout Ventures
WGG International
WRV Capital
WRV Capital and IndusAge Partners
Waheed Alli
Warburg Pincus
Ward Ferry Management and Karst Peak Capital
Wargburg Pincus
WaterBridge Ventures
Waterbridge Ventures
Waterbridge Ventures and ThinKuvate
Wealth First
Wellington
Wellington Management
WestBridge Capital
Westbridge Capital Partners
Westbridge Capital
White Unicorn Ventures
Whiteboard Capital
William Bissel
William Bissell
William Campbell
Wingify
Wipro Consumer Care
Wipro Ventures
Wipro
Wonder Ventures
Wu Chay Chin
XL Innovate
Xchange Investors NV
Xelpmoc
Xiaomi
Xiaomi Inc
Xiaomi Singapore
Xiaomi Technologies
Xiaomi and Sequoia
Xue Manzi and Yiyun Zhang.
Y Combinator
Y Combinator .
Y Combinator and Venture Highway
YCombinator
YMS Mobitech
Yajnanarayana Kammaje
Yang Shu
Yash Dongre
Yashish Dhaiya
Yatin Kumar Jain
Yeahmobi
Yes Bank
Yogesh Agarwal
Yogesh Andlay
Yogesh Bansal
Yogesh Chaudhary
Yogesh Misra
Yogesh Patel
You & Mr Jones
YouWeCan Ventures
YourNest Angel Fund
YourNest Fund II
YourNest Venture Capital  Angel Investors
YourWeCan Ventures
Yuri Milner
Yuvraj Singh
Z Nation Lab
Zaffiro Ventures
Zaheer Memon
Zain Raj
Zeeshan Hayat
Zephyr Peacock
Zephyr Peacock India
Zeroth and Artesian Venture Partners
Zeta
Zia Mody
ZigExN
Zishaan Hayath
Zishan Hayath
Zodius Capital
Zodius Technology Fund
Zodius Technology Opportunities Fund
Zomato Media Pvt. Ltd
Zop Smart
Zoya Akhtar
a Dutch government fund
ah! Ventures
ain Capital Ventures
ajesh K Murthy
alcon Edge Capital
and  tech investors from Silicon Valley
director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels
e.ventures
eBay
eContext Asia
family office fund
founder and chairman of career information portal Careers360
growX ventures
growx ventures
havya Sharma
hedge fund
hooting Starts Sports LLP
i2india Pvt Ltd
i2india Ventures
iBhubs
iSON
iSquare Global
idal Health
lockchain ecosystem Global Advisors
mall Industries Development Bank of India
pi Ventures
responsAbility
responsAbility Investments
rstead
ru-Net
the UKs Development Finance Institution and P Surendra Pai
undisclosed investors
vCommission
